the O O
highly O O
flexible O O
, O O
but O O
low-level O O
combination O O
of O O
Fortran O O
and O O
MPI O O
. O O
We O O
have O O
implemented O O
this O O
construct O O
in O O
the O O
ZPL O B-KEY
language O I-KEY
and O O
evaluate O O
it O O
in O O
the O O
context O O
of O O
the O O
initialization O O
of O O
the O O
NAS O O
MG O O
benchmark O O
. O O
We O O
show O O
a O O
45 O O
times O O
speedup O O
over O O
the O O
same O O
code O O
written O O
in O O
ZPL O B-KEY
without O O
this O O
construct O O
. O O
In O O
addition O O
, O O
performance O O
on O O
a O O
large O O
number O O
of O O
processors O O
surpasses O O
that O O
achieved O O
in O O
the O O
NAS O O
implementation O O
showing O O
that O O
our O O
mechanism O O
provides O O
programmers O O
with O O
the O O
needed O O
flexibility O O

Accelerating O O
filtering B-KEY B-KEY
techniques I-KEY I-KEY
for O O
numeric B-KEY B-KEY
CSPs I-KEY I-KEY
Search B-KEY B-KEY
algorithms I-KEY I-KEY
for O O
solving O O
Numeric B-KEY B-KEY
CSPs I-KEY I-KEY
-LRB- O O
Constraint B-KEY B-KEY
Satisfaction I-KEY I-KEY
Problems I-KEY I-KEY
-RRB- O O
make O O
an O O
extensive O O
use O O
of O O
filtering B-KEY O
techniques I-KEY O
. O O
In O O
this O O
paper O O
we O O
show O O
how O O
those O O
filtering B-KEY O
techniques I-KEY O
can O O
be O O
accelerated O O
by O O
discovering O O
and O O
exploiting O O
some O O
regularities O O
during O O
the O O
filtering O O
process O O
. O O
Two O O
kinds O O
of O O
regularities O O
are O O
discussed O O
, O O
cyclic O B-KEY
phenomena O I-KEY
in O O
the O O
propagation B-KEY B-KEY
queue O I-KEY
and O O
numeric O B-KEY
regularities O I-KEY
of O O
the O O
domains O O
of O O
the O O
variables O O
. O O
We O O
also O O
present O O
in O O
this O O
paper O O
an O O
attempt O O
to O O
unify O O
numeric B-KEY B-KEY
CSPs I-KEY I-KEY
solving O O
methods O O
from O O
two O O
distinct O O
communities O O
, O O
that O O
of O O
CSP O O
in O O
artificial B-KEY B-KEY
intelligence I-KEY I-KEY
, O O
and O O
that O O
of O O
interval B-KEY B-KEY
analysis I-KEY I-KEY

Non-optimal O O
universal O O
quantum O O
deleting O O
machine O O
We O O
verify O O
the O O
non-existence O O
of O O
some O O
standard O O
universal O O
quantum O O
deleting O O
machine O O
. O O
Then O O
a O O
non-optimal O O
universal O O
quantum O O
deleting O O
machine O O
is O O
constructed O O
and O O
we O O
emphasize O O
the O O
difficulty O O
for O O
improving O O
its O O
fidelity B-KEY O
. O O
In O O
a O O
way O O
, O O
our O O
results O O
complement O O
the O O
universal B-KEY B-KEY
quantum I-KEY I-KEY
cloning I-KEY I-KEY
machine I-KEY I-KEY
established O O
by O O
Buzek O O
and O O
Hillery O O
-LRB- O O
1996 O O
-RRB- O O
, O O
and O O
manifest O O
some O O
of O O
their O O
distinctions O O

An O O
effective O O
feedback B-KEY B-KEY
control I-KEY I-KEY
mechanism O I-KEY
for O O
DiffServ B-KEY B-KEY
architecture O O
As O O
a O O
scalable O O
QoS B-KEY O
-LRB- O O
Quality O O
of O O
Service O O
-RRB- O O
architecture O O
, O O
Diffserv B-KEY B-KEY
-LRB- O O
Differentiated O B-KEY
Service O I-KEY
-RRB- O O
mainly O O
consists O O
of O O
two O O
components O O
: O O
traffic B-KEY B-KEY
conditioning I-KEY I-KEY
at O O
the O O
edge O O
of O O
the O O
Diffserv B-KEY B-KEY
domain O O
and O O
simple O O
packet B-KEY B-KEY
forwarding I-KEY I-KEY
inside O O
the O O
DiffServ B-KEY B-KEY
domain O O
. O O
DiffServ B-KEY B-KEY
has O O
many O O
advantages O O
such O O
as O O
flexibility O O
, O O
scalability O O
and O O
simplicity O O
. O O
But O O
when O O
providing O O
AF B-KEY O
-LRB- O O
Assured O O
Forwarding O O
-RRB- O O
services O O
, O O
DiffServ B-KEY B-KEY
has O O
some O O
problems O O
such O O
as O O
unfairness O O
among O O
aggregated O O
flows O O
or O O
among O O
micro-flows O O
belonging O O
to O O
an O O
aggregated O O
flow O O
. O O
In O O
this O O
paper O O
, O O
a O O
feedback B-KEY B-KEY
mechanism I-KEY I-KEY
for O O
AF B-KEY O
aggregated O O
flows O O
is O O
proposed O O
to O O
solve O O
this O O
problem O O
. O O
Simulation O O
results O O
show O O
that O O
this O O
mechanism O O
does O O
improve O O
the O O
performance O O
of O O
DiffServ B-KEY B-KEY
. O O
First O O
, O O
it O O
can O O
improve O O
the O O
fairness B-KEY O
among O O
aggregated O O
flows O O
and O O
make O O
DiffServ B-KEY B-KEY
more O O
friendly O O
toward O O
TCP B-KEY O
-LRB- O O
Transmission O B-KEY
Control O I-KEY
Protocol O I-KEY
-RRB- O O
flows O O
. O O
Second O O
, O O
it O O
can O O
decrease O O
the O O
buffer O B-KEY
requirements O I-KEY
at O O
the O O
congested O B-KEY
router O I-KEY
and O O
thus O O
obtain O O
lower O O
delay O O
and O O
packet O B-KEY
loss O I-KEY
rate O I-KEY
. O O
Third O O
, O O
it O O
also O O
keeps O O
almost O O
the O O
same O O
link O B-KEY
utility O I-KEY
as O O
in O O
normal O O
DiffServ B-KEY B-KEY
. O O
Finally O O
, O O
it O O
is O O
simple O O
and O O
easy O O
to O O
be O O
implemented O O

Interaction O O
and O O
presence B-KEY B-KEY
in O O
the O O
clinical O B-KEY
relationship O I-KEY
: O O
virtual B-KEY B-KEY
reality I-KEY I-KEY
-LRB- O O
VR O O
-RRB- O O
as O O
communicative O B-KEY
medium O I-KEY
between O O
patient O O
and O O
therapist O O
The O O
great O O
potential O O
offered O O
by O O
virtual B-KEY B-KEY
reality I-KEY I-KEY
-LRB- O O
VR O O
-RRB- O O
to O O
clinical O B-KEY
psychologists O I-KEY
derives O O
prevalently O O
from O O
the O O
central O O
role O O
, O O
in O O
psychotherapy B-KEY B-KEY
, O O
occupied O O
by O O
the O O
imagination B-KEY B-KEY
and O O
by O O
memory B-KEY B-KEY
. O O
These O O
two O O
elements O O
, O O
which O O
are O O
fundamental O O
in O O
our O O
life O O
, O O
present O O
absolute O O
and O O
relative O O
limits O O
to O O
the O O
individual O O
potential O O
. O O
Using O O
VR O O
as O O
an O O
advanced O O
imaginal B-KEY B-KEY
system O I-KEY
, O O
an O O
experience O O
that O O
is O O
able O O
to O O
reduce O O
the O O
gap O O
existing O O
between O O
imagination B-KEY B-KEY
and O O
reality O O
, O O
it O O
is O O
possible O O
to O O
transcend O O
these O O
limits O O
. O O
In O O
this O O
sense O O
, O O
VR O O
can O O
improve O O
the O O
efficacy O O
of O O
a O O
psychological B-KEY B-KEY
therapy I-KEY I-KEY
for O O
its O O
capability O O
of O O
reducing O O
the O O
distinction O O
between O O
the O O
computer O O
's O O
reality O O
and O O
the O O
conventional O O
reality O O
. O O
Two O O
are O O
the O O
core O O
characteristics O O
of O O
this O O
synthetic O O
imaginal B-KEY B-KEY
experience O I-KEY
: O O
the O O
perceptual O B-KEY
illusion O I-KEY
of O O
nonmediation O O
and O O
the O O
possibility O O
of O O
building O O
and O O
sharing O O
a O O
common O O
ground O O
. O O
In O O
this O O
sense O O
, O O
experiencing O O
presence B-KEY B-KEY
in O O
a O O
clinical B-KEY B-KEY
virtual I-KEY I-KEY
environment I-KEY I-KEY
-LRB- O O
VE O O
-RRB- O O
, O O
such O O
as O O
a O O
shared B-KEY B-KEY
virtual I-KEY I-KEY
hospital I-KEY I-KEY
, O O
requires O O
more O O
than O O
reproduction O O
of O O
the O O
physical O O
features O O
of O O
external O O
reality O O
. O O
It O O
requires O O
the O O
creation O O
and O O
sharing O O
of O O
the O O
cultural O B-KEY
web O I-KEY
that O O
makes O O
meaningful O O
, O O
and O O
therefore O O
visible O O
, O O
both O O
people O O
and O O
objects O O
populating O O
the O O
environment O O
. O O
The O O
paper O O
outlines O O
a O O
framework O O
for O O
supporting O O
the O O
development O O
and O O
tuning O O
of O O
clinically O O
oriented O O
VR O O
systems O O

Quantum B-KEY B-KEY
universal I-KEY I-KEY
variable-length I-KEY I-KEY
source I-KEY I-KEY
coding I-KEY I-KEY
We O O
construct O O
an O O
optimal B-KEY B-KEY
quantum I-KEY I-KEY
universal I-KEY I-KEY
variable-length I-KEY I-KEY
code I-KEY I-KEY
that O O
achieves O O
the O O
admissible B-KEY B-KEY
minimum I-KEY I-KEY
rate I-KEY I-KEY
, O O
i.e. O O
, O O
our O O
code O O
is O O
used O O
for O O
any O O
probability B-KEY B-KEY
distribution I-KEY I-KEY
of O O
quantum B-KEY B-KEY
states I-KEY I-KEY
. O O
Its O O
probability O O
of O O
exceeding O O
the O O
admissible B-KEY B-KEY
minimum I-KEY I-KEY
rate I-KEY I-KEY
exponentially O O
goes O O
to O O
0 O O
. O O
Our O O
code O O
is O O
optimal O O
in O O
the O O
sense O O
of O O
its O O
exponent B-KEY B-KEY
. O O
In O O
addition O O
, O O
its O O
average B-KEY B-KEY
error I-KEY I-KEY
asymptotically O O
tends O O
to O O
0 O O

Experimental O O
investigations O O
on O O
monitoring O O
and O O
control O O
of O O
induction B-KEY B-KEY
heating I-KEY I-KEY
process I-KEY I-KEY
for O O
semi-solid O B-KEY
alloys O I-KEY
using O O
the O O
heating O B-KEY
coil O I-KEY
as O O
sensor O O
A O O
method O O
of O O
monitoring O O
the O O
state O O
of O O
metal O B-KEY
alloys O I-KEY
during O O
induction O B-KEY
heating O I-KEY
and O O
control O O
of O O
the O O
heating O O
process O O
utilizing O O
the O O
heating O B-KEY
coil O I-KEY
itself O O
as O O
a O O
sensor O O
is O O
proposed O O
, O O
and O O
its O O
usefulness O O
and O O
effectiveness O O
were O O
experimentally O O
investigated O O
using O O
aluminium O O
A357 O O
billets O O
for O O
the O O
semi-solid O O
metal O O
-LRB- O O
SSM O O
-RRB- O O
casting O O
processes O O
. O O
The O O
impedance O O
of O O
the O O
coil O O
containing O O
the O O
billet O O
was O O
continuously O O
measured O O
by O O
the O O
proposed O O
method O O
in O O
the O O
temperature O O
range O O
between O O
room O O
temperature O O
and O O
700 O O
degrees O O
C O O
. O O
It O O
was O O
found O O
that O O
the O O
reactance B-KEY B-KEY
component I-KEY I-KEY
of O O
the O O
impedance O O
varied O O
distinctively O O
according O O
to O O
the O O
billet B-KEY O
state I-KEY O
and O O
could O O
clearly O O
monitor O O
the O O
deformation O O
of O O
the O O
billet O O
, O O
while O O
the O O
resistance B-KEY B-KEY
component I-KEY I-KEY
increased O O
with O O
temperature O O
, O O
reflecting O O
the O O
variation O O
of O O
the O O
resistivity O O
of O O
the O O
billet O O
which O O
has O O
strong O O
correlation O O
to O O
the O O
solid/liquid B-KEY O
fraction I-KEY O
of O O
the O O
billets O O
. O O
The O O
measured O O
impedance O O
is O O
very O O
sensitive O O
to O O
the O O
billet B-KEY B-KEY
states I-KEY I-KEY
such O O
as O O
temperature O O
, O O
deformation O B-KEY
and O O
solid/liquid B-KEY B-KEY
fraction I-KEY I-KEY
and O O
could O O
be O O
used O O
as O O
a O O
parameter O O
to O O
monitor O O
and O O
control O O
the O O
heating O O
process O O
for O O
SSMs O O

Take O O
it O O
to O O
the O O
next O O
level O O
-LSB- O O
law B-KEY B-KEY
firm I-KEY I-KEY
innovation B-KEY I-KEY
-RSB- O O
It O O
's O O
called O O
innovating B-KEY B-KEY
. O O
Our O O
clients O O
do O O
it O O
. O O
Our O O
culture O O
worships O O
it O O
. O O
Our O O
future O O
hinges O O
on O O
it O O
. O O
Why O O
is O O
it O O
so O O
difficult O O
in O O
law B-KEY B-KEY
firms I-KEY I-KEY
? O O
How O O
can O O
we O O
make O O
it O O
easier O O
? O O
Viva O O
la O O
difference O O
! O O

The O O
rise O O
and O O
fall O O
and O O
rise O O
again O O
of O O
customer O B-KEY
care O I-KEY
Taking O O
care O O
of O O
customers O O
has O O
never O O
gone O O
out O O
of O O
style O O
, O O
but O O
as O O
the O O
recession O O
fades O O
, O O
interest O O
is O O
picking O O
up O O
in O O
a O O
significant O O
retooling O O
of O O
the O O
CRM O B-KEY
solutions O O
banks B-KEY B-KEY
have O O
been O O
using O O
. O O
The O O
goal O O
: O O
usable B-KEY B-KEY
knowledge I-KEY I-KEY
to O O
help O O
improve O O
service O O

Comparative B-KEY B-KEY
statistical I-KEY I-KEY
analysis I-KEY I-KEY
of O O
hole B-KEY B-KEY
taper I-KEY I-KEY
and O O
circularity B-KEY B-KEY
in O O
laser B-KEY B-KEY
percussion I-KEY I-KEY
drilling I-KEY I-KEY
Investigates O O
the O O
relationships O O
and O O
parameter O B-KEY
interactions O I-KEY
between O O
six O O
controllable O O
variables O O
on O O
the O O
hole B-KEY B-KEY
taper I-KEY I-KEY
and O O
circularity B-KEY B-KEY
in O O
laser B-KEY B-KEY
percussion I-KEY I-KEY
drilling I-KEY I-KEY
. O O
Experiments O O
have O O
been O O
conducted O O
on O O
stainless B-KEY B-KEY
steel I-KEY I-KEY
workpieces I-KEY I-KEY
and O O
a O O
comparison O O
was O O
made O O
between O O
stainless O O
steel O O
and O O
mild B-KEY B-KEY
steel I-KEY I-KEY
. O O
The O O
central B-KEY B-KEY
composite I-KEY I-KEY
design I-KEY I-KEY
was O O
employed O O
to O O
plan O O
the O O
experiments O O
in O O
order O O
to O O
achieve O O
required O O
information O O
with O O
reduced O O
number O O
of O O
experiments O O
. O O
The O O
process B-KEY B-KEY
performance I-KEY I-KEY
was O O
evaluated O O
. O O
The O O
ratio O O
of O O
minimum O O
to O O
maximum O O
Feret O O
's O O
diameter O O
was O O
considered O O
as O O
circularity B-KEY O
characteristic O O
of O O
the O O
hole O O
. O O
The O O
models O O
of O O
these O O
three O O
process O O
characteristics O O
were O O
developed O O
by O O
linear B-KEY B-KEY
multiple I-KEY I-KEY
regression I-KEY I-KEY
technique I-KEY I-KEY
. O O
The O O
significant O O
coefficients O O
were O O
obtained O O
by O O
performing O O
analysis B-KEY O
of I-KEY O
variance I-KEY O
-LRB- O O
ANOVA B-KEY B-KEY
-RRB- O O
at O O
1 O O
, O O
5 O O
and O O
7 O O
% O O
levels O O
of O O
significance O O
. O O
The O O
final O O
models O O
were O O
checked O O
by O O
complete B-KEY B-KEY
residual I-KEY I-KEY
analysis I-KEY I-KEY
and O O
finally O O
were O O
experimentally O O
verified O O
. O O
It O O
was O O
found O O
that O O
the O O
pulse B-KEY B-KEY
frequency I-KEY I-KEY
had O O
a O O
significant O O
effect O O
on O O
the O O
hole O O
entrance O O
diameter O O
and O O
hole O B-KEY
circularity B-KEY I-KEY
in O O
drilling O O
stainless O O
steel O O
unlike O O
the O O
drilling O O
of O O
mild B-KEY B-KEY
steel I-KEY I-KEY
where O O
the O O
pulse B-KEY B-KEY
frequency I-KEY I-KEY
had O O
no O O
significant O O
effect O O
on O O
the O O
hole O O
characteristics O O

Surface O O
micromachined O O
paraffin-actuated O O
microvalve O O
Normally-open B-KEY B-KEY
microvalves I-KEY I-KEY
have O O
been O O
fabricated O O
and O O
tested O O
which O O
use O O
a O O
paraffin B-KEY B-KEY
microactuator I-KEY I-KEY
as O O
the O O
active B-KEY O
element I-KEY O
. O O
The O O
entire O O
structure O O
with O O
nominal O O
dimension O O
of O O
phi O O
600 O O
mu O O
m O O
* O O
30 O O
mu O O
m O O
is O O
batch-fabricated O O
by O O
surface O O
micromachining O O
the O O
actuator O O
and O O
channel B-KEY B-KEY
materials I-KEY I-KEY
on O O
top O O
of O O
a O O
single O O
substrate O O
. O O
Gas B-KEY B-KEY
flow I-KEY I-KEY
rates I-KEY I-KEY
in O O
the O O
0.01-0 O O
.1 O O
sccm O O
range O O
have O O
been O O
measured O O
for O O
several O O
devices O O
with O O
actuation O O
powers O O
ranging O O
from O O
50 O O
to O O
150 O O
mW O O
on O O
glass O B-KEY
substrates O I-KEY
. O O
Leak B-KEY B-KEY
rates I-KEY I-KEY
as O O
low O O
as O O
500 O O
mu O O
sccm O O
have O O
been O O
measured O O
. O O
The O O
normally-open O O
blocking O O
microvalve O O
structure O O
has O O
been O O
used O O
to O O
fabricate O O
a O O
precision O O
flow O B-KEY
control O I-KEY
system O I-KEY
of O O
microvalves O O
consisting O O
of O O
four O O
blocking B-KEY B-KEY
valve I-KEY I-KEY
structures I-KEY I-KEY
. O O
The O O
control O O
valve O O
is O O
designed O O
to O O
operate O O
over O O
a O O
0.01-5 O O
.0 O O
sccm O O
flow O O
range O O
at O O
a O O
differential B-KEY B-KEY
pressure I-KEY I-KEY
of O O
800 B-KEY O
torr I-KEY O
. O O
Flow B-KEY B-KEY
rates I-KEY I-KEY
ranging O O
from O O
0.02 O O
to O O
4.996 O O
sccm O O
have O O
been O O
measured O O
. O O
Leak B-KEY B-KEY
rates I-KEY I-KEY
as O O
low O O
as O O
3.2 O O
msccm O O
for O O
the O O
four O O
valve O O
system O O
have O O
been O O
measured O O

Becoming O O
a O O
computer O O
scientist O O
The O O
focus O O
of O O
this O O
report O O
is O O
pipeline B-KEY B-KEY
shrinkage I-KEY I-KEY
for O O
women B-KEY B-KEY
in O O
computer B-KEY B-KEY
science I-KEY I-KEY
. O O
We O O
describe O O
the O O
situation O O
for O O
women B-KEY B-KEY
at O O
all O O
stages O O
of O O
training O O
in O O
computer B-KEY B-KEY
science I-KEY I-KEY
, O O
from O O
the O O
precollege O O
level O O
through O O
graduate O O
school O O
. O O
Because O O
many O O
of O O
the O O
problems O O
discussed O O
are O O
related O O
to O O
the O O
lack O O
of O O
role B-KEY B-KEY
models I-KEY I-KEY
for O O
women B-KEY B-KEY
who O O
are O O
in O O
the O O
process O O
of O O
becoming O O
computer O O
scientists O O
, O O
we O O
also O O
concern O O
ourselves O O
with O O
the O O
status O O
of O O
women B-KEY B-KEY
faculty O O
members O O
. O O
We O O
not O O
only O O
describe O O
the O O
problems O O
, O O
but O O
also O O
make O O
specific O O
recommendations O O
for O O
change O O
and O O
encourage O O
further O O
study O O
of O O
those O O
problems O O
whose O O
solutions O O
are O O
not O O
yet O O
well O O
understood O O

Modeling B-KEY B-KEY
and O O
simulation B-KEY B-KEY
of O O
adaptive B-KEY B-KEY
available I-KEY I-KEY
bit I-KEY I-KEY
rate I-KEY I-KEY
voice I-KEY I-KEY
over O O
asynchronous O B-KEY
transfer O I-KEY
mode O I-KEY
networks O I-KEY
This O O
article O O
presents O O
a O O
modeling B-KEY O
and O O
simulation B-KEY B-KEY
methodology O I-KEY
to O O
analyze O O
the O O
performance O O
of O O
voice B-KEY B-KEY
quality I-KEY I-KEY
when O O
sent O O
over O O
the O O
available O O
bit O O
rate O O
service O O
in O O
asynchronous O B-KEY
transfer O I-KEY
mode O I-KEY
networks O I-KEY
. O O
Sources O O
can O O
modify O O
the O O
rate O O
at O O
which O O
they O O
send O O
traffic B-KEY O
to O O
the O O
network O O
based O O
on O O
the O O
feedback B-KEY O
carried O O
in O O
the O O
resource B-KEY B-KEY
management I-KEY I-KEY
cells I-KEY I-KEY
. O O
This O O
is O O
achieved O O
by O O
changing O O
the O O
encoding B-KEY B-KEY
level I-KEY I-KEY
. O O
As O O
the O O
contention O O
increases O O
to O O
network O B-KEY
resources-bandwidth O I-KEY
in O O
this O O
case-sources O O
start O O
reducing O O
the O O
rate O O
at O O
which O O
they O O
generate O O
and O O
send O O
traffic B-KEY O
. O O
The O O
efficiency O O
of O O
the O O
scheme O O
under O O
different O O
scheduling/drop B-KEY B-KEY
policies I-KEY I-KEY
and O O
other O O
operating O B-KEY
conditions O I-KEY
and O O
environments O O
is O O
evaluated O O
using O O
simulation B-KEY B-KEY
modeling B-KEY I-KEY
. O O
Furthermore O O
, O O
sensitivity O B-KEY
analysis O I-KEY
is O O
applied O O
to O O
different O O
parameters O O
, O O
such O O
as O O
queue B-KEY B-KEY
size I-KEY I-KEY
and O O
averaging B-KEY B-KEY
interval I-KEY I-KEY
length I-KEY I-KEY
, O O
to O O
investigate O O
their O O
impact O O
on O O
the O O
performance B-KEY B-KEY
metrics I-KEY I-KEY
. O O
Results O O
show O O
that O O
limiting O O
the O O
load O O
to O O
41 O O
% O O
of O O
the O O
link B-KEY B-KEY
capacity I-KEY I-KEY
results O O
in O O
an O O
acceptable O O
quality O O

Post-projected B-KEY B-KEY
Runge-Kutta I-KEY I-KEY
methods I-KEY I-KEY
for O O
index-2 B-KEY B-KEY
differential-algebraic I-KEY I-KEY
equations I-KEY I-KEY
A O O
new O O
projection O B-KEY
technique O I-KEY
for O O
Runge-Kutta O B-KEY
methods O I-KEY
applied O O
to O O
index-2 B-KEY B-KEY
differential-algebraic I-KEY I-KEY
equations I-KEY I-KEY
is O O
presented O O
in O O
which O O
the O O
numerical B-KEY B-KEY
approximation I-KEY I-KEY
is O O
projected O O
only O O
as O O
part O O
of O O
the O O
output O O
process O O
. O O
It O O
is O O
shown O O
that O O
for O O
methods O O
that O O
are O O
strictly O O
stable O O
at O O
infinity O O
, O O
the O O
order B-KEY B-KEY
of I-KEY I-KEY
convergence I-KEY I-KEY
is O O
unaffected O O
compared O O
to O O
standard O O
projected B-KEY O
methods I-KEY O
. O O
Gauss O B-KEY
methods O I-KEY
, O O
for O O
which O O
this O O
technique O O
is O O
of O O
special O O
interest O O
when O O
some O O
symmetry O O
is O O
to O O
be O O
preserved O O
, O O
are O O
studied O O
in O O
more O O
detail O O

Satellite B-KEY B-KEY
image I-KEY I-KEY
collection I-KEY I-KEY
optimization I-KEY I-KEY
Imaging B-KEY B-KEY
satellite I-KEY I-KEY
systems I-KEY I-KEY
represent O O
a O O
high O O
capital O O
cost O O
. O O
Optimizing O O
the O O
collection O O
of O O
images O O
is O O
critical O O
for O O
both O O
satisfying O O
customer O B-KEY
orders O I-KEY
and O O
building O O
a O O
sustainable O O
satellite O O
operations O O
business O O
. O O
We O O
describe O O
the O O
functions O O
of O O
an O O
operational O O
, O O
multivariable O O
, O O
time O O
dynamic O O
optimization O O
system O O
that O O
maximizes O O
the O O
daily O O
collection O O
of O O
satellite O O
images O O
. O O
A O O
graphical B-KEY B-KEY
user I-KEY I-KEY
interface I-KEY I-KEY
allows O O
the O O
operator O O
to O O
quickly O O
see O O
the O O
results O O
of O O
what O O
if O O
adjustments O O
to O O
an O O
image B-KEY B-KEY
collection I-KEY I-KEY
plan I-KEY I-KEY
. O O
Used O O
for O O
both O O
long B-KEY B-KEY
range I-KEY I-KEY
planning I-KEY I-KEY
and O O
daily B-KEY B-KEY
collection I-KEY I-KEY
scheduling I-KEY I-KEY
of O O
Space O O
Imaging O O
's O O
IKONOS O O
satellite O O
, O O
the O O
satellite O O
control O O
and O O
tasking O O
-LRB- O O
SCT O O
-RRB- O O
software O O
allows O O
collection B-KEY O
commands I-KEY O
to O O
be O O
altered O O
up O O
to O O
10 O O
min O O
before O O
upload O O
to O O
the O O
satellite O O

Critical O O
lines O O
identification O O
on O O
voltage O B-KEY
collapse O I-KEY
analysis O I-KEY
This O O
paper O O
deals O O
with O O
critical O B-KEY
lines O I-KEY
identification O I-KEY
on O O
voltage O O
collapse O O
analysis O O
. O O
It O O
is O O
known O O
, O O
from O O
the O O
literature O O
, O O
that O O
voltage O O
collapse O O
is O O
a O O
local B-KEY O
phenomenon I-KEY O
that O O
spreads O O
around O O
an O O
initial O O
neighborhood O O
Therefore O O
, O O
identifying O O
the O O
system O O
critical O O
bus O O
plays O O
an O O
important O O
role O O
on O O
voltage O O
collapse O O
prevention O O
. O O
For O O
this O O
purpose O O
, O O
the O O
system O O
critical O O
transmission O O
lines O O
should O O
also O O
be O O
identified O O
In O O
this O O
paper O O
, O O
these O O
issues O O
are O O
addressed O O
, O O
yielding O O
reliable O O
results O O
in O O
a O O
short O O
computational O O
time O O
. O O
Tests O O
are O O
done O O
with O O
the O O
help O O
of O O
the O O
IEEE-118 B-KEY B-KEY
bus I-KEY I-KEY
and O O
the O O
Southeastern O B-KEY
Brazilian O I-KEY
systems O I-KEY

New O O
kit O O
on O O
the O O
block O O
-LSB- O O
IT B-KEY B-KEY
upgrades I-KEY I-KEY
-RSB- O O
As O O
time O O
passes O O
, O O
new O O
hardware O O
and O O
software O O
replace O O
the O O
old O O
. O O
The O O
hows O O
are O O
straightforward O O
: B-KEY O
IT I-KEY O
resellers O O
and B-KEY O
consultants O O
can O O
help O O
with O O
upgrade O O
practicalities O O
. O O
Will O O
Dalrymple O O
examines O O
the O O
business B-KEY B-KEY
issues I-KEY I-KEY
and O O
costs B-KEY B-KEY
involved O O
in O O
IT B-KEY B-KEY
upgrades I-KEY I-KEY

Public B-KEY B-KEY
business I-KEY I-KEY
libraries I-KEY I-KEY
: O O
the O O
next O O
chapter O O
Traces O O
the O O
history B-KEY B-KEY
of O O
the O O
provision O O
of O O
business O O
information O O
by O O
Leeds B-KEY B-KEY
Public I-KEY I-KEY
Libraries I-KEY I-KEY
, O O
UK O B-KEY
, O O
from O O
the O O
opening O O
of O O
the O O
Public B-KEY B-KEY
Commercial I-KEY I-KEY
and I-KEY I-KEY
Technical I-KEY I-KEY
Library I-KEY I-KEY
in O O
1918 O O
to O O
the O O
revolutionary O O
impact O O
of O O
the O O
Internet B-KEY B-KEY
in O O
the O O
1990s O O
. O O
Describes O O
how O O
the O O
Library O O
came O O
to O O
terms O O
with O O
the O O
need O O
to O O
integrate O O
the O O
Internet B-KEY B-KEY
into O O
its O O
mainstream O O
business B-KEY B-KEY
information I-KEY I-KEY
services I-KEY I-KEY
, O O
with O O
particular O O
reference O O
to O O
its O O
limitations O O
and O O
to O O
the O O
provision O O
of O O
company B-KEY B-KEY
information I-KEY I-KEY
, O O
market B-KEY B-KEY
research O I-KEY
, O O
British O B-KEY
Standards O I-KEY
information O I-KEY
, O O
press O O
